time,open,high,low,close,volume,tbbav
2026-01-13 05:00:00+00:00,91515.17,92255.94,91472.36,91920.99,991.25943,551.99687
2026-01-13 06:00:00+00:00,91921.0,92275.38,91806.19,92184.36,600.50125,294.85358
2026-01-13 07:00:00+00:00,92184.37,92212.48,91905.33,91942.0,704.5617,348.27389
2026-01-13 08:00:00+00:00,91941.99,92250.66,91924.27,92165.9,528.9889,311.28896
2026-01-13 09:00:00+00:00,92165.89,92672.11,91950.0,92269.42,1215.58278,672.9201
2026-01-13 10:00:00+00:00,92269.42,92350.03,92021.15,92128.62,394.76711,220.72603
2026-01-13 11:00:00+00:00,92128.63,92261.04,91972.44,92000.74,405.87783,228.50471
2026-01-13 12:00:00+00:00,92000.73,92153.84,91910.25,92109.35,280.96679,142.82606
2026-01-13 13:00:00+00:00,92109.35,92606.42,91978.66,92076.12,1336.2017,705.82995
2026-01-13 14:00:00+00:00,92076.11,92915.12,91787.61,92462.03,1289.79234,694.47421
2026-01-13 15:00:00+00:00,92462.03,93450.0,92132.66,93449.99,1429.93474,748.52431
2026-01-13 16:00:00+00:00,93449.99,93760.0,93078.31,93389.63,1920.2444,970.0811
2026-01-13 17:00:00+00:00,93389.63,93498.72,93100.0,93241.99,796.01222,393.19693
2026-01-13 18:00:00+00:00,93241.99,93871.29,93198.09,93633.71,950.82758,537.82055
2026-01-13 19:00:00+00:00,93633.71,94231.82,93475.07,94226.84,1085.51387,672.03523
2026-01-13 20:00:00+00:00,94226.85,94500.0,94113.13,94408.7,1604.35758,959.9293
2026-01-13 21:00:00+00:00,94408.7,94507.99,94062.0,94087.23,1173.77039,509.59915
2026-01-13 22:00:00+00:00,94087.23,96495.0,94087.23,95757.21,3452.31954,2082.98227
2026-01-13 23:00:00+00:00,95757.19,96107.97,95055.01,95414.0,1275.24237,644.15237
2026-01-14 00:00:00+00:00,95413.99,95647.91,95154.04,95236.84,662.80362,286.34976
2026-01-14 01:00:00+00:00,95236.84,95582.0,95116.03,95245.6,749.06956,344.22043
2026-01-14 02:00:00+00:00,95245.61,95562.0,95190.06,95347.46,588.58584,352.56752
2026-01-14 03:00:00+00:00,95347.47,95722.01,95285.5,95720.99,381.4409,242.18344
2026-01-14 04:00:00+00:00,95720.99,95799.22,95224.44,95245.16,460.39311,176.91138
2026-01-14 05:00:00+00:00,95245.17,95270.25,94972.0,95005.0,669.59606,336.71435
2026-01-14 06:00:00+00:00,95005.01,95028.88,94559.28,95028.87,859.31999,393.90281
2026-01-14 07:00:00+00:00,95028.88,95233.99,94850.0,95205.1,884.32504,344.05435
